Date,CCSP,CDCS,ADCS,CDWS,GL,NDCS,NRBCON,SL,ZSCS,EURUSD,USDCLP,USDCNY,USDPEN,USInflation,ChinaInflation
2012/9/17,59965,8294.6,2132.2,216605,1768.32,17934.55,2.9,34.53,2080.25,1.3,469.8,6.31,2.6,2,1.9
2012/9/24,59160,8192.15,2068.6,220050,1765.18,18201.9,3.01,34.13,2066.9,1.29,471.88,6.3,2.6,2,1.9
2012/10/1,59152.5,8300.4,2084.55,223435,1779.67,18479,2.9,34.64,2052.6,1.29,472.56,6.31,2.6,2.2,1.7
2012/10/8,59121,8171.95,2003.75,219557.5,1764.47,17633.8,2.93,33.83,1945.81,1.29,473.84,6.29,2.59,2.2,1.7
2012/10/15,58743,8132.3,1952.5,218700,1738.87,17026.1,2.78,32.72,1868.55,1.3,471.81,6.25,2.58,2.2,1.7
2012/10/22,57459,7844.75,1915.2,221175,1711.26,16231.3,2.65,31.97,1805.65,1.3,479.36,6.25,2.58,2.2,1.7
2012/10/29,52508,7733.3,1889.2,240665,1705.74,16041.4,2.66,31.77,1822.65,1.29,480.85,6.24,2.6,2.04,1.82
2012/11/5,55964,7626.2,1894.25,245085,1715.95,15969,2.64,31.96,1863.3,1.28,479.84,6.25,2.61,1.8,2
2012/11/12,55616,7633.3,1948.05,252535,1721.57,15984.3,2.68,32.48,1912.45,1.27,482.78,6.23,2.6,1.8,2
2012/11/19,56040,7739.75,1941.5,252510,1733.18,16532,2.74,33.38,1912.55,1.29,478.82,6.23,2.6,1.8,2
2012/11/26,56197,7832.8,2027.65,249325,1730.02,16954.9,2.74,33.9,1989.2,1.3,480.26,6.23,2.58,1.8,2
2012/12/3,57137,8008.65,2098.65,251645,1702.05,17335.9,2.65,33.08,2006.8,1.3,479.03,6.23,2.58,1.7,2.5
2012/12/10,57357,8076.8,2129.15,266530,1705.29,17705.1,2.62,32.89,2059.38,1.31,474.61,6.25,2.57,1.7,2.5
2012/12/17,56990,7896.4,2070.4,305670,1668.04,17545.6,2.72,30.96,2050.85,1.32,474.65,6.23,2.56,1.7,2.5
2012/12/24,56580,7845.5,2040.45,317750,1659.01,17208,2.79,29.97,2049,1.32,478.9,6.23,2.55,1.7,2.5
2012/12/31,57222.5,8065.45,2072.42,320210,1671.13,17340.6,2.78,30.39,2060.8,1.31,475.22,6.23,2.55,1.62,2.1
2013/1/7,57657,8046,2048.82,326570,1660.16,17352.5,2.78,30.42,1992.85,1.32,470.92,6.22,2.55,1.6,2
2013/1/14,57563,7981.85,2011.3,340715,1679.47,17399.1,2.75,31.47,1980.35,1.33,473.3,6.22,2.54,1.6,2
2013/1/21,57922,8052.95,2026.75,344130,1678.62,17357.8,2.84,31.83,2051.45,1.34,470.53,6.22,2.55,1.6,2
2013/1/28,58317,8131.55,2048.75,366385,1665.06,18100.5,3.01,31.49,2109.6,1.36,471.35,6.22,2.57,1.68,2.24
2013/2/4,58928,8226.25,2069.23,386895,1672.42,18382.7,3.03,31.64,2155.15,1.35,472.3,6.23,2.58,2,3.2
2013/2/11,58822.5,8186.35,2096.75,399870,1637.2,18239.1,3.07,30.58,2166.2,1.34,470.94,6.23,2.57,2,3.2
2013/2/18,57930,7926.4,2049.15,414620,1587.07,17140.3,3.09,29.03,2104.85,1.33,472.49,6.24,2.58,2,3.2
2013/2/25,56986,7788.4,1968.1,443785,1591.64,16594.1,3.03,28.87,2056.9,1.31,473.09,6.23,2.59,1.9,2.98
2013/3/4,56433,7707.65,1926.2,479955,1577.9,16555.2,3.14,28.81,1967.9,1.3,472.58,6.22,2.6,1.5,2.1
2013/3/11,56757,7756.15,1926.78,520005,1588.55,16933.9,3.15,28.9,1943.05,1.3,471.13,6.21,2.59,1.5,2.1
2013/3/18,55769,7558.05,1899.4,552340,1608.75,16732.5,3.08,28.87,1900.2,1.29,472.16,6.21,2.59,1.5,2.1
2013/3/25,55765,7550.05,1879.78,567915,1599.26,16695.67,3.1,28.58,1875.73,1.28,471.9,6.21,2.59,1.5,2.1
2013/4/1,54696,7408.4,1851.22,574580,1573.67,16128.63,2.96,27.27,1835.92,1.29,470.84,6.2,2.58,1.1,2.4
2013/4/8,55284,7504.08,1858.9,587740,1551.08,16014.2,2.87,27.24,1868.07,1.31,467.64,6.2,2.58,1.1,2.4
2013/4/15,52404,7100.85,1865.2,611665,1378.58,15438.5,2.76,23.12,1847.8,1.31,474.05,6.18,2.58,1.1,2.4
2013/4/22,51010,6979.25,1874.2,618625,1439.18,15192.1,2.78,23.52,1867.25,1.3,474.76,6.17,2.61,1.1,2.4
2013/4/29,51246,6993.05,1820,615850,1468.21,15052.95,2.79,24.03,1829.95,1.31,471.26,6.16,2.64,1.28,2.22
2013/5/6,53484,7312.15,1855.33,605415,1459.68,15220.68,2.86,23.87,1842.23,1.31,470.96,6.15,2.61,1.4,2.1
2013/5/13,53468,7259.85,1823.95,621455,1398.45,14930.1,2.86,22.89,1809.4,1.29,478.15,6.15,2.62,1.4,2.1
2013/5/20,53853,7338.1,1825.7,624975,1382.99,14952.1,2.85,22.48,1827.25,1.29,486.13,6.13,2.66,1.4,2.1
2013/5/27,53488,7274.1,1842.18,614672.5,1393.61,14758.3,2.82,22.45,1857.2,1.29,491.99,6.13,2.69,1.4,2.1
2013/6/3,53802,7330.8,1918.75,612770,1401.39,15091.1,2.83,22.36,1909.35,1.31,501.42,6.13,2.73,1.8,2.7
2013/6/10,52862,7064.2,1835.27,610835,1385.24,14343.4,2.85,21.8,1825,1.33,498.26,6.13,2.74,1.8,2.7
2013/6/17,51362,6893.35,1775.96,641585,1333.9,14010.5,2.84,20.88,1812.85,1.33,503.41,6.13,2.76,1.8,2.7
2013/6/24,46208,6712.6,1728.17,671475,1243.27,13676.1,2.74,19.13,1808.85,1.3,507.13,6.14,2.78,1.8,2.7
2013/7/1,50298,6926.3,1765.65,661075,1242.95,13726,2.83,19.41,1838.85,1.3,504.16,6.13,2.78,2,2.7
2013/7/8,50119,6859.05,1773.9,647735,1263.32,13490.35,2.99,19.52,1856,1.3,507.17,6.13,2.77,2,2.7
2013/7/15,50608,6907.8,1766.2,639965,1285.75,13811,3.11,19.59,1835.2,1.31,500.36,6.14,2.76,2,2.7
2013/7/22,51165,6984.9,1787.5,627700,1333.76,14048.1,3.05,20.24,1841,1.32,503.63,6.14,2.78,2,2.7
2013/7/29,50355,6888.45,1753.2,612905,1317.95,13726.4,3.02,19.73,1810.95,1.33,513.12,6.13,2.79,1.8,2.66
2013/8/5,51312,7069.25,1773.15,601140,1299.51,14045.2,2.9,19.82,1844.65,1.33,511.37,6.12,2.79,1.5,2.6
2013/8/12,52734,7285.45,1855.02,587880,1345.24,14745.9,2.95,22.15,1922.95,1.33,509.18,6.12,2.79,1.5,2.6
2013/8/19,53212,7279.85,1852.57,569325,1374.46,14516.8,2.95,23.2,1941.85,1.34,514.28,6.12,2.81,1.5,2.6
2013/8/26,53180,7213.75,1809.61,577427.5,1408.46,14117.1,3.03,24.07,1915.97,1.33,511.88,6.12,2.81,1.5,2.6
2013/9/2,52606,7147.85,1765.16,600010,1390.35,13692.2,2.86,23.74,1852.4,1.32,508.69,6.12,2.8,1.2,3.1
2013/9/9,52392,7095.18,1754.6,585130,1352.63,13757.15,2.76,22.71,1837.1,1.33,504.47,6.12,2.78,1.2,3.1
2013/9/16,52087,7165.35,1748.55,570410,1334.62,13942.6,2.7,22.18,1836.05,1.34,502.62,6.12,2.75,1.2,3.1
2013/9/23,52450,7202.5,1769.5,548445,1327.14,13796.9,2.67,21.67,1855,1.35,500.05,6.12,2.76,1.2,3.1
2013/9/30,52716.67,7220.15,1790.02,531820,1311.24,13731.2,2.63,21.43,1847.6,1.36,501.84,6.12,2.77,1.04,3.02
2013/10/7,52504.33,7159.9,1821.93,515575,1300.86,13765.4,2.65,21.86,1853.15,1.35,498.97,6.12,2.78,1,3
2013/10/14,52434,7222.3,1807.9,502515,1294.28,14007.9,2.67,21.49,1891.8,1.36,496.34,6.1,2.76,1,3
2013/10/21,52179,7207,1814.5,488505,1337.03,14515.9,2.6,22.51,1909.25,1.38,503.01,6.09,2.76,1,3
2013/10/28,51886,7229.85,1829.65,476690,1335.21,14566.2,2.61,22.24,1925.05,1.37,508.6,6.09,2.76,1.04,2.96
2013/11/4,51723,7144.2,1774.4,469250,1307.81,14083.2,2.53,21.64,1878.4,1.35,515.73,6.09,2.79,1.2,2.8
2013/11/11,51278,7051.3,1751.1,457430,1281.73,13636.25,2.63,20.84,1857.75,1.35,520.22,6.09,2.8,1.2,2.8
2013/11/18,50655,7006.2,1739.45,444705,1255.78,13477.9,2.69,20.08,1864.4,1.35,520.47,6.09,2.8,1.2,2.8
2013/11/25,50964,7047.75,1716.65,431455,1244.94,13372.5,2.69,19.86,1857.15,1.36,526.23,6.09,2.8,1.2,2.8
2013/12/2,50804,7039.45,1713.35,414815,1227.88,13565.8,2.71,19.35,1870.45,1.36,530.95,6.09,2.8,1.5,2.5
2013/12/9,51263,7208.55,1756.72,399255,1243.44,13947.2,2.66,19.93,1953.15,1.38,530.17,6.07,2.78,1.5,2.5
2013/12/16,51259,7269.6,1744.27,385430,1216.12,14111.6,2.7,19.64,1996.35,1.37,528.35,6.07,2.76,1.5,2.5
2013/12/23,51781,7327.7,1734.3,372990,1205.84,14142.6,2.81,19.65,2084.75,1.37,527.25,6.07,2.78,1.5,2.5
2013/12/30,52219,7377.97,1754.63,364942.5,1213.41,13901.5,2.73,19.71,2075.3,1.37,526.95,6.05,2.79,1.56,2.5
2014/1/6,52069,7326.3,1726.15,350600,1234.18,13501.7,2.66,19.83,2029.1,1.36,531.87,6.05,2.8,1.6,2.5
2014/1/13,52032,7351.85,1745.53,337480,1246.96,14444.4,2.62,20.23,2074.5,1.36,531.31,6.05,2.8,1.6,2.5
2014/1/20,51592,7306.4,1738.58,329595,1252.7,14595.8,2.65,19.97,2057.05,1.36,545.15,6.05,2.81,1.6,2.5
2014/1/27,50813.83,7150.7,1693.3,319500,1253.48,13958.1,2.64,19.45,1979.75,1.36,549.59,6.06,2.82,1.6,2.5
2014/2/3,50911.67,7121.7,1656.76,311130,1258.77,13873.9,2.66,19.71,1984.2,1.35,556.12,6.06,2.82,1.1,2
2014/2/10,50682,7152.95,1683.52,302415,1295.5,14191.4,2.76,20.47,2017.75,1.36,550.55,6.06,2.81,1.1,2
2014/2/17,50672,7214.5,1718.45,290950,1321.67,14379.8,2.83,21.73,2058.35,1.37,551.39,6.08,2.8,1.1,2
2014/2/24,49468,7107.7,1721.93,277720,1332.55,14369.1,2.8,21.48,2077.8,1.37,557.93,6.12,2.8,1.1,2
2014/3/3,48908,7006.8,1721.1,272755,1342.16,15152.1,2.97,21.2,2117.85,1.38,561.71,6.13,2.8,1.5,2.4
2014/3/10,45170,6522.8,1710.4,256615,1360.42,15599,2.95,21.09,2005.35,1.39,572.41,6.14,2.8,1.5,2.4
2014/3/17,45252,6500.55,1683.42,265680,1342.22,16035.9,2.89,20.6,1956.05,1.38,567.18,6.2,2.81,1.5,2.4
2014/3/24,46099,6570,1698.77,267200,1301.66,15888.9,2.91,19.8,1959.9,1.38,555.74,6.21,2.81,1.5,2.4
2014/3/31,47081,6650.65,1774.2,261535,1287.58,16119.3,2.9,19.81,1975.3,1.38,553.06,6.21,2.81,1.9,1.92
2014/4/7,47490,6658.05,1820,251260,1310.32,16758.6,2.99,19.91,2013.7,1.38,547.52,6.21,2.78,2,1.8
2014/4/14,47877,6633.22,1832.78,242900,1303.94,17808.93,3.05,19.68,2046.25,1.38,555.07,6.22,2.77,2,1.8
2014/4/21,48513,6720.48,1838.42,240770,1290.56,18298.87,3.09,19.51,2060.85,1.38,560.4,6.24,2.79,2,1.8
2014/4/28,50021,6717.15,1759.95,233240,1293.28,18214.1,3,19.29,2043.2,1.39,562.65,6.26,2.8,2.04,2.08
2014/5/5,49373,6752.55,1728.72,218267.5,1296.74,18958.55,2.9,19.34,2035.53,1.39,561.34,6.23,2.79,2.1,2.5
2014/5/12,50362,6930.1,1741.2,196675,1296.51,19900.9,2.95,19.5,2066.3,1.37,551.06,6.23,2.78,2.1,2.5
2014/5/19,50189,6961.4,1742.7,179360,1292.88,19679.2,2.99,19.4,2074.2,1.37,551.46,6.24,2.79,2.1,2.5
2014/5/26,50231,6994.75,1797.62,173285,1263.36,19296.6,3.01,19.04,2072.65,1.36,551.51,6.24,2.77,2.1,2.5
2014/6/2,50027.5,6854.4,1826.85,168765,1247.44,19012.6,2.95,18.86,2091.7,1.36,550.48,6.25,2.78,2.1,2.3
2014/6/9,48828,6692.9,1837.2,166050,1264.36,18325.4,3.02,19.3,2098.65,1.35,553.44,6.23,2.79,2.1,2.3
2014/6/16,49260,6746.1,1829.6,160710,1290.57,18610,3.1,20.18,2126.85,1.36,556.59,6.23,2.8,2.1,2.3
2014/6/23,50533,6947.2,1858.6,156855,1317.26,18499.2,3.1,20.94,2177.95,1.36,550.65,6.23,2.8,2.1,2.3
2014/6/30,51712,7113.3,1881.6,155940,1323.61,19337.7,3.03,21.07,2219.9,1.37,550.29,6.21,2.79,2.02,2.3
2014/7/7,51584,7151.7,1907.35,158610,1327.76,19376.2,2.95,21.18,2279.7,1.36,552.33,6.2,2.78,2,2.3
2014/7/14,50850,7074.45,1951.1,158845,1305.63,19091.2,2.89,20.84,2293.4,1.35,560.07,6.21,2.78,2,2.3
2014/7/21,50304,7084.7,2002.55,155675,1304.86,18998.8,2.87,20.75,2367.25,1.35,563.69,6.2,2.78,2,2.3
2014/7/28,50604,7123.3,1983.45,148250,1294.51,18597.9,2.82,20.47,2380.05,1.34,568.78,6.18,2.79,1.94,2.24
2014/8/4,50484,7041.1,2012.6,144415,1300.71,18544.5,2.74,19.94,2347.85,1.34,575.14,6.17,2.8,1.7,2
2014/8/11,49931,6924.55,2008.47,141210,1309.13,18576.9,2.72,19.81,2283.1,1.34,575.97,6.15,2.79,1.7,2
2014/8/18,50176,7002.6,2042.8,144915,1288.03,18630.9,2.71,19.45,2326.75,1.33,581.11,6.14,2.81,1.7,2
2014/8/25,50875,7038.65,2078.58,147290,1282.96,18734.9,2.76,19.41,2351.6,1.32,587.61,6.14,2.83,1.7,2
2014/9/1,50462,6963.45,2076.2,152015,1270.05,18988.7,2.6,19.2,2374.15,1.3,589.36,6.14,2.85,1.7,1.6
2014/9/8,49938,6895.45,2022.65,155435,1245.48,18795.5,2.54,18.86,2297.55,1.29,589.94,6.13,2.85,1.7,1.6
2014/9/15,49515,6911.35,1958.15,155450,1226.13,17898.1,2.57,18.43,2258.8,1.29,595.3,6.14,2.86,1.7,1.6
2014/9/22,48706,6766,1929.15,154400,1218.81,17100.7,2.65,17.65,2252.85,1.28,598.88,6.14,2.87,1.7,1.6
2014/9/29,48759,6713.6,1898.25,152170,1208.48,16260.3,2.48,17.09,2265.75,1.26,597.74,6.14,2.89,1.7,1.6
2014/10/6,48625.5,6725.65,1910.77,149855,1216.82,16573.9,2.33,17.31,2312.1,1.27,594.43,6.14,2.9,1.7,1.6
2014/10/13,48424,6724.2,1914.45,154620,1237.21,15883.2,2.21,17.37,2281.15,1.28,588.07,6.12,2.9,1.7,1.6
2014/10/20,47875,6705.35,1978.85,157985,1239.95,15139.6,2.19,17.28,2238.7,1.27,584.33,6.12,2.9,1.7,1.6
2014/10/27,48236,6825.1,2021.9,161700,1207.36,15450,2.19,16.8,2288.55,1.26,578.56,6.11,2.91,1.7,1.6
2014/11/3,48135,6746.25,2068.55,160945,1158.68,15393.9,2.11,15.73,2248.2,1.25,587.1,6.12,2.92,1.3,1.4
2014/11/10,48068,6746.5,2047.87,160815,1165.61,15393.4,2.07,15.78,2253.9,1.25,592.08,6.12,2.93,1.3,1.4
2014/11/17,48041,6750.55,2039.25,160540,1192.03,16063.6,2.04,16.22,2253.2,1.25,597.07,6.12,2.93,1.3,1.4
2014/11/24,47788,6608.1,2066.55,162685,1190.13,16377.3,1.99,16.26,2257.6,1.25,600.36,6.14,2.91,1.3,1.4
2014/12/1,46458,6494.6,1993.35,164760,1203.16,16565.7,1.81,16.4,2222.05,1.24,611.34,6.15,2.94,0.8,1.5
2014/12/8,46874,6505.8,1936.83,165955,1221.93,16430.1,1.66,16.9,2187.85,1.24,614.83,6.18,2.96,0.8,1.5
2014/12/15,46535,6418.1,1885.55,170640,1194.63,15794.2,1.56,15.89,2139.25,1.23,616.15,6.2,2.95,0.8,1.5
2014/12/22,46483,6375.6,1839.5,171295,1179.29,15288,1.53,15.78,2150.05,1.22,608.1,6.22,2.97,0.8,1.5
2014/12/29,46295,6360.5,1821.97,175035,1187.85,14942,1.44,15.83,2170.68,1.21,608.2,6.2,2.98,0.44,1.22
2015/1/5,45679,6191.85,1781.1,180515,1213.17,15304.3,1.35,16.39,2150.45,1.18,614.65,6.21,2.98,-0.1,0.8
2015/1/12,42767,5821.7,1791.52,194370,1246.98,14598.1,1.31,17.03,2073.6,1.17,622.66,6.2,2.99,-0.1,0.8
2015/1/19,41756,5695.5,1842.95,221360,1292.09,14638.9,1.33,18.07,2104.9,1.15,626.66,6.22,3.01,-0.1,0.8
2015/1/26,40240,5515,1845.2,243065,1279.43,14874.1,1.36,17.61,2106.9,1.13,625.64,6.25,3.04,-0.1,0.8
2015/2/2,41199,5678.05,1863.8,264285,1260.27,15180.25,1.54,17.15,2138.3,1.14,626.19,6.25,3.06,0,1.4
2015/2/9,41263,5681.75,1825.23,290435,1228.38,14758.2,1.58,16.97,2126.75,1.13,624.03,6.24,3.07,0,1.4
2015/2/16,41863,5731.5,1795.15,297100,1212.02,14148.2,1.61,16.57,2078.75,1.14,619.2,6.25,3.08,0,1.4
2015/2/23,42162.5,5825.8,1787.1,296325,1205.75,14208.7,1.69,16.44,2047.25,1.13,618.78,6.26,3.09,0,1.4
2015/3/2,42585,5850.25,1782.4,308830,1195.05,13947.4,1.91,16.19,2011.2,1.11,619.02,6.27,3.09,-0.1,1.4
2015/3/9,42293,5837.2,1750.45,329850,1158.77,14016.7,1.82,15.62,1998.95,1.06,634.4,6.26,3.09,-0.1,1.4
2015/3/16,42275,5863.5,1778.05,340955,1164.73,13791.8,1.77,15.98,2006.85,1.07,637.49,6.23,3.08,-0.1,1.4
2015/3/23,43572,6149.4,1779.45,340520,1195.9,13735.6,1.82,16.96,2075.2,1.09,622.1,6.21,3.07,-0.1,1.4
2015/3/30,43575,6054.52,1782.28,333216.67,1195.21,12723.23,1.79,16.75,2103.08,1.08,619.31,6.2,3.09,-0.16,1.46
2015/4/6,43593,6048.13,1773.57,331613.33,1205.43,12548.27,1.8,16.59,2161.57,1.08,613.36,6.2,3.1,-0.2,1.5
2015/4/13,43589,6010.7,1813,336475,1198.89,12568.8,1.89,16.25,2200.55,1.07,612.74,6.2,3.11,-0.2,1.5
2015/4/20,43714,5960.95,1825.05,338250,1191.63,12764.3,1.95,15.88,2213.65,1.08,615.24,6.2,3.11,-0.2,1.5
2015/4/27,44420,6228.1,1890.55,338470,1196.05,13588.1,2.02,16.35,2332.3,1.11,609.57,6.2,3.12,-0.16,1.44
2015/5/4,45950,6422.42,1901,340320,1188.77,14106.15,2.02,16.44,2392.1,1.12,609.53,6.21,3.14,0,1.2
2015/5/11,45979,6409.2,1841.3,338530,1207.22,14050.7,2.04,16.96,2325.25,1.13,601.27,6.2,3.14,0,1.2
2015/5/18,45579,6239.6,1748.25,334540,1210.74,13089.9,2.04,17.22,2208.35,1.11,603.7,6.2,3.14,0,1.2
2015/5/25,44620,6081.9,1714.8,326367.5,1191.89,12680.25,2.01,16.79,2185.75,1.1,614.27,6.2,3.14,0,1.2
2015/6/1,43740,5975.45,1711.25,318060,1182.89,13002.5,2.03,16.44,2141.7,1.11,627.43,6.2,3.14,0.1,1.4
2015/6/8,43480,5935.05,1711.8,312530,1179.48,13357.8,2.1,15.98,2124.25,1.13,629.13,6.21,3.15,0.1,1.4
2015/6/15,42456,5722.65,1664.8,317545,1190.71,12733.4,2.1,16.09,2062.9,1.13,632.64,6.21,3.15,0.1,1.4
2015/6/22,42386,5724.35,1675.85,312155,1177.17,12593.3,2.05,15.91,2029.9,1.12,632.29,6.21,3.17,0.1,1.4
2015/6/29,42739,5765.3,1671.7,319850,1171.07,11963.2,2.03,15.67,2016.1,1.11,637.66,6.2,3.17,0.16,1.52
2015/7/6,41353,5522.1,1644.45,327740,1160.68,11169.25,1.99,15.37,1985.5,1.11,647.16,6.21,3.17,0.2,1.6
2015/7/13,41129,5524.9,1668,336940,1148.11,11556.4,1.91,15.16,2055.5,1.09,643.04,6.21,3.17,0.2,1.6
2015/7/20,40055,5346.4,1614.05,340430,1096.27,11468.7,1.88,14.72,1999.05,1.09,654.22,6.21,3.18,0.2,1.6
2015/7/27,39308,5250.1,1605.8,344740,1093.59,11086.7,1.82,14.7,1949.45,1.1,668.53,6.21,3.18,0.2,1.6
2015/8/3,38590,5190.35,1566.8,349755,1088.08,10770.7,1.66,14.62,1880.9,1.09,679.94,6.21,3.19,0.2,2
2015/8/10,39225,5183.05,1558,351895,1113.22,10674.5,1.71,15.34,1829.75,1.11,681.54,6.34,3.21,0.2,2
2015/8/17,39051,5065.1,1533.5,353180,1136.25,10366.8,1.59,15.28,1784.05,1.12,692.8,6.39,3.24,0.2,2
